동별(1),동별(2),동별(3),소계,전,답,과수원,목장용지,임야,광천지,염전,대지,공장용지,학교용지,주차장,주유소용지,창고용지,도로,철도용지,제방,하천,구거,유지,양어장,수도용지,공원,체육용지,유원지,종교용지,사적지,묘지,잡종지
서울시,서대문구,창천동,607265.2,238,-,-,-,2308,-,-,344463.9,-,41094.3,1090.2,567.6,-,150049.7,40062,-,-,4189.4,-,-,-,9276,-,-,13741.1,-,119,66
서울시,서대문구,연희동,3013286.1,17423,93,-,-,789952,-,-,1236303.8,-,336526.8,4740.4,5049.9,-,382395.4,28435.5,-,109975.8,8856.5,-,-,255,53415.3,-,-,5809.7,-,31095,2959
서울시,서대문구,홍은동,3645684.1,14763,1030,-,-,1618121,-,-,1212749.4,-,116418.7,5626,2783.6,-,281553.9,-,-,104802.5,13321.2,-,-,22335,231758.8,-,-,12059,-,-,8362
서울시,서대문구,북가좌동,1401706.4,76,-,-,-,673,-,-,899084.6,-,38350.2,1950.5,61,-,304361.6,33372.2,-,86377.6,3316.2,-,-,-,29230.1,-,-,4853.4,-,-,-
서울시,서대문구,남가좌동,1258911.5,254,636,-,-,175,-,-,786894.3,-,100974.4,2814.5,414,-,232246.9,29404,-,42766.3,5791,-,-,187,44440.6,-,-,9469,-,-,2444.5
서울시,마포구,소계,23853965.7,274357.1,101962,-,-,315773.5,-,-,8549449,17024.7,710302.4,40077,10597.4,214,3528946.6,564255.9,209271.4,5765469.2,87017.4,94720.7,-,10150,2825973.6,-,-,86309.2,263,10143,651688.6
서울시,마포구,아현동,787920.9,628,-,-,-,-,-,-,495033.1,-,65000.5,78.7,-,-,180634.6,-,-,-,3361.4,-,-,9449.5,24634.1,-,-,8889,-,202,10
서울시,마포구,공덕동,765919.4,78,-,-,-,728,-,-,539929.6,-,14102.1,736,648,-,182652.6,-,-,-,7644.9,-,-,-,11697.3,-,-,7435.9,-,-,267
서울시,마포구,신공덕동,240817,-,-,-,-,-,-,-,185126.3,-,-,-,-,-,51537.6,-,-,-,-,-,-,-,2766.3,-,-,339.3,-,3,1044.5
서울시,마포구,도화동,585081.3,57.1,476,-,-,40,-,-,412596.4,-,15722.8,824.5,780.8,-,118942,25121.3,-,-,3410.2,-,-,176.5,6206.5,-,-,727.2,-,-,-
서울시,마포구,용강동,300562,-,-,-,-,-,-,-,162053.6,-,-,-,235,-,60997.2,-,7556,62427,30,-,-,-,5288.2,-,-,1972,-,-,3
서울시,마포구,토정동,117933.3,-,-,-,-,-,-,-,16090.3,-,-,-,-,-,10904,-,7874,83065,-,-,-,-,-,-,-,-,-,-,-
서울시,마포구,마포동,224452.7,-,-,-,-,-,-,-,80812.9,-,-,358.3,-,-,65191.8,-,5569.5,34226,-,30601.6,-,-,2034.5,-,-,5658.1,-,-,-
서울시,마포구,대흥동,605295.1,1069,-,-,-,41005.5,-,-,332289.6,-,80266,-,1083,-,116631.4,12685,-,-,6673,-,-,-,6920.2,-,-,2652.4,-,-,4020
서울시,마포구,염리동,542553.2,67,-,-,-,-,-,-,329556.5,-,84166.3,1480,1169,-,91825.4,17740.6,-,-,3313,-,-,-,7909.9,-,-,5325.5,-,-,-
서울시,마포구,노고산동,307482.8,-,-,-,-,13949,-,-,162379,-,15666.8,-,-,-,92244,14538.2,-,-,1695.3,-,-,-,2365.4,-,-,4645.1,-,-,-
서울시,마포구,신수동,594834.5,987,921,-,-,17887,-,-,325630.3,-,94801,-,-,-,114071.4,21621,-,4713,3792,-,-,-,5488.8,-,-,4892,-,30,-
서울시,마포구,현석동,189516.1,284,-,-,-,-,-,-,76545.3,-,-,-,-,-,25177.1,-,2837,76493,845,-,-,-,7334.7,-,-,-,-,-,-
서울시,마포구,구수동,50065.7,70,-,-,-,47,-,-,33673.1,-,782,-,-,-,10855.6,-,-,4137,-,-,-,-,-,-,-,-,-,-,501
서울시,마포구,창전동,475605.4,303,-,-,-,58845,-,-,280826.8,-,5066,53,1359,-,94651.4,6744,76,5327,295,-,-,524,14467.9,-,-,3272,263,-,3532.3
서울시,마포구,상수동,567266.4,1783,2281,-,-,8838,-,-,212777.7,-,106848,184,-,-,87905,-,250,134026,3244,406,-,-,7638.7,-,-,662,-,-,423
서울시,마포구,하중동,94279.6,56,-,-,-,-,-,-,33966.9,-,-,-,-,-,13079.7,-,211,46879,87,-,-,-,-,-,-,-,-,-,-
서울시,마포구,신정동,114319,17,-,-,-,-,-,-,28078.6,-,-,-,-,-,25254.8,-,-,58355,-,-,-,-,236.6,-,-,-,-,-,2377
서울시,마포구,당인동,321574,261,56,-,-,-,-,-,96377,-,-,-,-,-,10682,3515,-,208793,-,-,-,-,301,-,-,-,-,13,1576
서울시,마포구,서교동,1182109,20,189,-,-,-,-,-,821032.6,-,14779.5,660.6,-,-,315851.8,92,-,-,10053.1,-,-,-,12025.6,-,-,7404.8,-,-,-
서울시,마포구,동교동,413978.6,-,-,-,-,174,-,-,251142.5,-,-,481.9,-,-,128264.6,24980.6,-,-,4010.2,-,-,-,4416.9,-,-,-,-,-,507.9
서울시,마포구,합정동,1722811.5,19983,454,-,-,5663,-,-,492319.5,-,28599,-,480.6,-,290379.5,-,25593,803432,1777.4,517,-,-,2591.8,-,-,16538.7,-,9895,24588
서울시,마포구,망원동,1745643.7,7979,-,-,-,1497,-,-,693020.3,-,13433.3,4052.2,552.4,-,239605.7,-,49491.9,628464,24563.3,53908.7,-,-,6321.4,-,-,2010.6,-,-,20743.9
서울시,마포구,연남동,644280.3,77,1557,-,-,-,-,-,444481.2,-,-,588.4,-,-,142520.5,48885.3,-,3193,688.3,-,-,-,1986.4,-,-,303.2,-,-,-
서울시,마포구,성산동,2563067.3,50443,78749,-,-,157767,-,-,1024220.4,-,59317.9,1925,2675.1,214,464800.3,8660,7719,277448,5019.3,2785,-,-,377616.4,-,-,3539.4,-,-,40168.5
서울시,마포구,중동,333932.8,430,151,-,-,1835,-,-,143676.4,-,34530,-,-,-,56499.4,85200,-,8672,42,-,-,-,2897,-,-,-,-,-,-
서울시,마포구,상암동,8362664.1,189765,17128,-,-,7498,-,-,875813.1,17024.7,77221.2,28654.4,1614.5,-,537787.2,294472.9,102094,3325819.2,6473,6502.4,-,-,2312828,-,-,10042,-,-,551926.5
서울시,양천구,소계,17406039.7,100625,11998,-,-,1063919.8,-,-,8672622.2,8899.2,806457.3,180306.9,38068.5,-,3093147.3,235510.5,210259.9,446846,198768.3,149046.3,-,36050,1750825.1,146699.9,-,80518.8,-,974,174496.7
서울시,양천구,신정동,7132710.5,14292,5350,-,-,515287.1,-,-,3292109.1,5596.4,315563,161128.7,19905.7,-,1223317.9,235510.5,68242.7,145120,107409.3,42255,-,8332,855804.8,-,-,33858.4,-,-,83627.9
서울시,양천구,목동,5337570.1,830,2330,-,-,1543.5,-,-,2967549.8,3302.8,219226.9,9083,5301.4,-,892163,-,142017.2,301726,42570.4,106791.3,-,26784,421679.2,146699.9,-,20473,-,974,26524.7
서울시,양천구,신월동,4935759.1,85503,4318,-,-,547089.2,-,-,2412963.3,-,271667.4,10095.2,12861.4,-,977666.4,-,-,-,48788.6,-,-,934,473341.1,-,-,26187.4,-,-,64344.1
서울시,강서구,소계,41451953.9,1395238.9,2855270.6,52155,-,2744631.2,-,-,11941719.5,171313.7,977738.2,142777.3,57594.7,15709.9,4400585.3,415652.9,608379.7,3652123,551091.2,189911.3,-,1420.9,1817184.5,37300.7,-,98445.3,3719,12608,9309383.1
서울시,강서구,염창동,1739920.7,501,-,-,-,96343,-,-,678628.7,8097,55224.3,-,1778.3,262.8,205358.3,-,150032.9,507006,19129,2607,-,-,4289.8,-,-,2318.3,-,-,8344.3
서울시,강서구,등촌동,2622573.5,91,103,-,-,324216.5,-,-,1470772.1,6065,228420.1,1679.1,3621.8,-,489905.1,25.9,-,-,6626.8,-,-,17,64357.5,6011.6,-,12518.3,-,-,8142.7
서울시,강서구,화곡동,6334051,4196.5,1318,-,-,685137,-,-,3906314.8,-,126415,16495.1,7810.7,-,1157185.2,-,-,-,36888,-,-,409.9,327998.3,26303.6,-,35379.9,-,-,2199
서울시,강서구,가양동,2462987.1,5889,281,-,-,2956,-,-,836956.9,151734.7,125755.6,6728.2,5620,236,295031.8,99,207130.8,555837,5012.9,30304.3,-,994,201872.4,-,-,9966.1,2020,-,18561.4
서울시,강서구,마곡동,5372402.4,70402,583549,-,-,28667,-,-,1836094.8,1452,105061.4,26365,7200.7,2218,682780.3,7367,119032,584452,19150,120375,-,-,684261.4,-,-,3702.4,-,36,490236.4
서울시,강서구,내발산동,1649584.2,3348,384,-,-,84797.7,-,-,809332.2,-,134111.1,4406.2,3577.2,-,271528.3,-,-,278,5190,-,-,-,311534.8,-,-,7269.6,-,-,13827.1
서울시,강서구,외발산동,1331479,63589.4,66715.6,-,-,181158,-,-,335571,3965,-,2103,6133,7280.1,122370.3,-,149,-,6296.8,1970,-,-,18168,-,-,-,-,-,516009.8
서울시,강서구,공항동,2905994.7,58784,25625,-,-,38579,-,-,448211.7,-,51523,420,545,-,267431.5,-,-,-,2175.5,1184,-,-,21031.5,-,-,9135.8,-,3,1981345.7
서울시,강서구,방화동,4738255.7,59094,21399,-,-,478002,-,-,1366688.3,-,151227.7,13833.3,3280,175,549295.2,11055,66263,822199,28540.2,17653,-,-,181173.8,4985.5,-,14416.9,-,622,948352.8
서울시,강서구,개화동,4785635.1,479025,341708,6056,-,797686,-,-,144862.5,-,-,63738.4,9024,946,258786,387043,65712,1165875,148887,15706,-,-,2497,-,-,3738,1699,377,892269.2
서울시,강서구,과해동,2793612.9,141360,615294,12000,-,-,-,-,638,-,-,-,-,-,29309,10063,43,-,69215,-,-,-,-,-,-,-,-,-,1915690.9
서울시,강서구,오곡동,3727222.3,340865,1065240,34099,-,8871,-,-,26766,-,-,-,9004,245,47003,-,17,15749,176604,112,-,-,-,-,-,-,-,8037,1994610.3
서울시,강서구,오쇠동,988235.3,168094,133654,-,-,18218,-,-,80882.5,-,-,7009,-,4347,24601.3,-,-,727,27376,-,-,-,-,-,-,-,-,3533,519793.5
서울시,구로구,소계,20122908.3,340038,236638,-,-,2875422.4,-,-,8538943.8,553398.3,839611.3,37258.9,24720.3,4178,2911597.8,931806.8,65791.1,968114.5,276252.3,100582,-,27009,1016505.6,1125,-,109541.5,-,8458,255915.7
서울시,구로구,신도림동,1465044.2,9277,3379,-,-,-,-,-,635270.3,26267,47724,-,1108,103,223156.9,60757,31236,362907,12375,20713,-,-,11441,1125,-,1316,-,-,16889
서울시,구로구,구로동,5286810.6,18915,6834,-,-,3729,-,-,2509270.4,376213,220100.6,16545.8,10256.8,-,1051423.8,423414,31090.1,461896.8,18946.4,45636,-,487,40979.2,-,-,23763.7,-,60,27249
서울시,구로구,가리봉동,408192.4,727,578,-,-,1565,-,-,288251.4,-,17272,-,-,-,93964,590,-,-,18,-,-,-,244,-,-,1015,-,4,3964
서울시,구로구,고척동,2178423.3,9541,4855,-,-,70305,-,-,1143777.3,35942,125785,3056,347,673,342792.2,-,29,51651,6653,2112,-,19532,263424.8,-,-,8826,-,99,89023
서울시,구로구,개봉동,2926127,13606,10889,-,-,327676.4,-,-,1448321.2,228,97441.8,5200.1,2895.8,-,480974.9,94815.8,74,67118.1,66445.2,22610,-,1614,225901.2,-,-,4878.9,-,-,55436.6
서울시,구로구,오류동,2241829.4,17798,46735,-,-,567015,-,-,962274.4,9526,56049,1807,3948,-,252904.5,186380,-,-,59915,-,-,2774,33466,-,-,18290,-,-,22947.5
서울시,구로구,궁동,1823064.4,116768,51467,-,-,859280,-,-,338213,-,160164,-,2514.4,1425,150652.2,-,506,-,50580,9441,-,486,36542,-,-,41959.2,-,-,3066.6
서울시,구로구,온수동,840469.8,22705,34555,-,-,295516,-,-,245505.4,76072,20255,200,1031,-,67075.2,25894,-,-,18477,-,-,873,16203.2,-,-,3479,-,-,12629
서울시,구로구,천왕동,1514953.6,38905,16059,-,-,275530,-,-,586249.9,586,32667.2,7980.7,-,1977,147583.5,110134,420,23801,12253,-,-,-,234761.6,-,-,3903.7,-,-,22142
서울시,구로구,항동,1437993.6,91796,61287,-,-,474806,-,-,381810.5,28564.3,62152.7,2469.3,2619.3,-,101070.6,29822,2436,740.6,30589.7,70,-,1243,153542.6,-,-,2110,-,8295,2569
서울시,금천구,소계,13020527.6,27905,20545,-,-,2714156.8,-,-,5068161.6,1263621.8,366674.6,18107.4,14766.8,16326.2,2034486.2,213934.7,116769,620485,43871.6,44541.3,-,53818,240537.3,21949,-,29973.4,-,559,89337.9
서울시,금천구,가산동,2516887.7,1034,10143,-,-,183,-,-,524886.2,1146958,-,1660.8,616,9917,426927.1,66944,40869,233128,17210,14228,-,-,3650.6,17043,-,-,-,-,1490
서울시,금천구,독산동,4208071.9,1301,2406,-,-,200077.1,-,-,2254772.5,49700.6,202842.9,7203,6237.7,992,859568.1,43999.5,44056,213214,7304.7,18615,-,49255,155857.1,4906,-,8836.5,-,-,76927.2
서울시,금천구,시흥동,6295568,25570,7996,-,-,2513896.7,-,-,2288502.9,66963.2,163831.7,9243.6,7913.1,5417.2,747991,102991.2,31844,174143,19356.9,11698.3,-,4563,81029.6,-,-,21136.9,-,559,10920.7
서울시,영등포구,소계,24551194.1,29521,37115,-,-,61577.6,-,-,9509101.1,294871.6,557447.3,43702.2,11495.8,558.4,4261650,255409,313503.3,8077843.2,25248.5,109721.9,-,92857.3,668349.1,16498,-,148255.5,-,131,36337.3
서울시,영등포구,영등포동,588275.1,193,-,-,-,321,-,-,240422,-,20629.2,2205,-,-,84875.6,157929,-,-,-,-,-,-,80717.1,-,-,983.2,-,-,-
서울시,영등포구,영등포동1가,79073.1,-,-,-,-,-,-,-,50704.2,-,-,-,-,-,28368.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
서울시,영등포구,영등포동2가,310413.6,-,-,-,-,-,-,-,139773.5,-,-,1922.8,-,-,140169.3,-,989,19691,17,-,-,-,6456,-,-,1395,-,-,-
서울시,영등포구,영등포동3가,117863.8,-,-,-,-,-,-,-,74440.2,-,-,-,-,-,43423.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
서울시,영등포구,영등포동4가,194243.8,-,-,-,-,-,-,-,125507.2,248,-,5725.5,-,-,56043.5,3117,-,-,-,-,-,-,-,-,-,-,-,-,3602.6
서울시,영등포구,영등포동5가,94381.6,-,-,-,-,-,-,-,66776,-,-,102.1,-,-,27503.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
서울시,영등포구,영등포동6가,94821,-,-,-,-,-,-,-,58062,6317.4,-,928.7,-,-,28263.9,-,-,-,-,-,-,-,-,-,-,1249,-,-,-
서울시,영등포구,영등포동7가,287344.7,-,-,-,-,-,-,-,167585.9,1974.9,15479,862,404,-,85066.5,-,43,9972,-,-,-,-,2959.4,-,-,2998,-,-,-
서울시,영등포구,영등포동8가,163186.7,-,-,-,-,-,-,-,97213.2,11599.2,-,-,-,-,47346.2,182.8,-,-,-,-,-,410.3,1797.1,-,-,4637.9,-,-,-
서울시,영등포구,여의도동,8433268.9,-,-,-,-,-,-,-,1707862.9,-,84870,-,715,-,883028,-,161591,5324899,-,-,-,-,252517,-,-,17064,-,-,722
서울시,영등포구,당산동1가,218004.5,-,-,-,-,-,-,-,136547.2,13259.6,-,-,-,-,64843.9,-,-,-,-,-,-,-,477.5,-,-,2876.3,-,-,-
서울시,영등포구,당산동2가,161698.3,-,-,-,-,-,-,-,108990.8,14955.7,-,-,-,-,37751.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
서울시,영등포구,당산동3가,363333.2,-,-,-,-,-,-,-,255626.5,4333.8,-,12467.4,-,558.4,75901.1,-,-,-,-,-,-,-,11124.7,-,-,3321.3,-,-,-
서울시,영등포구,당산동4가,295242.7,-,-,-,-,-,-,-,203460.4,21683.1,-,-,-,-,66710.7,-,-,-,-,-,-,-,2771.3,-,-,617.2,-,-,-
서울시,영등포구,당산동5가,288791.6,-,-,-,-,-,-,-,196992.2,12910.1,22630.6,-,-,-,50580.3,-,-,-,-,-,-,-,5678.4,-,-,-,-,-,-
서울시,영등포구,당산동6가,167282.1,215,-,-,-,-,-,-,109601.8,1502.8,-,247.3,-,-,51370.4,-,980,985,-,-,-,-,1642.5,-,-,234.2,-,-,503.1
서울시,영등포구,당산동,827361.6,146,-,-,-,-,-,-,104724.1,-,28617,780,780,-,176753.5,3934,20777,453055,-,-,-,-,37519,-,-,276,-,-,-
서울시,영등포구,도림동,588744.4,1755,66,-,-,317,-,-,347358.8,718,-,1009,-,-,114706.9,30776,6287,39396,1115,19439.9,-,10,7345.3,-,-,18027.5,-,-,417
서울시,영등포구,문래동1가,163595.5,-,-,-,-,-,-,-,73511,13069,15677.3,-,-,-,55009,151.2,816,5362,-,-,-,-,-,-,-,-,-,-,-
서울시,영등포구,문래동2가,147181.7,-,-,-,-,-,-,-,79465.4,4408.2,-,-,732.2,-,38292.9,-,6695,15565,2023,-,-,-,-,-,-,-,-,-,-
서울시,영등포구,문래동3가,670315,-,-,-,-,-,-,-,423492.7,46715,18702.7,-,472.7,-,152162.7,-,-,-,-,-,-,-,28769.2,-,-,-,-,-,-
서울시,영등포구,문래동4가,175265.7,-,-,-,-,-,-,-,86795.5,2008,-,-,-,-,51129.4,-,9870,21419,-,-,-,-,2202.4,-,-,1841.4,-,-,-
서울시,영등포구,문래동5가,305331.1,-,-,-,-,-,-,-,83560.3,25728.4,-,1761.7,-,-,40215.7,-,24833,127727,-,-,-,-,1505,-,-,-,-,-,-
서울시,영등포구,문래동6가,323410.3,-,-,-,-,-,-,-,141170.5,28356.8,17276.6,-,-,-,54740.7,-,1739,78172,-,-,-,-,1954.7,-,-,-,-,-,-
서울시,영등포구,양평동1가,232139.4,-,-,-,-,-,-,-,148541.6,4488.7,-,-,-,-,76830.8,-,-,-,-,-,-,-,1467.4,-,-,810.9,-,-,-
서울시,영등포구,양평동2가,190505.6,-,-,-,-,-,-,-,124391.1,4101.3,16858.8,-,-,-,44202.1,-,-,-,-,-,-,-,158.4,-,-,-,-,-,793.9
서울시,영등포구,양평동3가,473556.2,-,-,-,-,-,-,-,219784.3,18581,35131.8,-,-,-,113583.7,-,-,-,-,57134.5,-,-,23945.1,-,-,3468.5,-,-,1927.3
서울시,영등포구,양평동4가,373866.9,-,-,-,-,-,-,-,185829.1,30304.9,37217,1804.6,1255.6,-,114424.5,-,-,-,-,-,-,-,1995.2,-,-,1036,-,-,-
서울시,영등포구,양평동5가,221560.5,-,-,-,-,-,-,-,138494.9,23472,-,-,783.5,-,58553.7,-,-,-,-,-,-,-,-,-,-,-,-,-,256.4
서울시,영등포구,양평동6가,124631.4,-,-,-,-,-,-,-,84562.2,3787.7,-,-,-,-,36281.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
서울시,영등포구,양화동,1702807,12258,-,-,-,41167,-,-,43344,-,-,-,-,-,110628,-,6651,1322875,-,-,-,87339,77572,-,-,-,-,-,973
서울시,영등포구,신길동,3603432,8391,15175,-,-,19772.6,-,-,2255347.9,-,159511.2,7015.3,4912.4,-,819337.8,59319,33,52088.6,11198.5,7947,-,5098,90629.4,-,-,71140.3,-,116,16399
서울시,영등포구,대림동,1997064.1,6408,21874,-,-,-,-,-,1229161.7,348,84846.1,6870.8,1440.4,-,396890.9,-,23190.3,120774.6,9419,25200.5,-,-,27145,16498,-,16278.8,-,15,10703
서울시,영등포구,양평동,573201,155,-,-,-,-,-,-,-,-,-,-,-,-,36659,-,49009,485862,1476,-,-,-,-,-,-,-,-,-,40
서울시,동작구,소계,16356862.9,29147,28905,-,-,2378943.7,-,-,7836868.8,782.1,977981.7,14595.6,9457.6,-,2366889.5,144739,9368.5,636942.7,69483.3,713,-,140085.2,1008898.1,2355,-,122927,-,513989,63791.1
서울시,동작구,노량진동,1467496.8,769,274,-,-,3179,-,-,898023.8,-,11274,450,-,-,290375.1,112144,-,41650,3392,-,-,31917.2,47972.8,-,-,18569.9,-,-,7506
서울시,동작구,상도동,3553115.5,6930,2077,-,-,433032.9,-,-,2139706.9,782.1,233200.7,6881.7,1724.7,-,469579.2,-,-,-,30750,-,-,717,196061.4,-,-,24828.5,-,-,6843.4
서울시,동작구,상도1동,314724.9,-,-,-,-,-,-,-,186768.2,-,15746.4,-,-,-,102263,-,-,-,-,-,-,-,4713,-,-,5234.3,-,-,-
서울시,동작구,본동,757448.8,1344,-,-,-,39222,-,-,253487,-,18743.6,-,-,-,159704.1,23,-,141526,897,-,-,104647,33072.2,-,-,3375,-,-,1407.9
서울시,동작구,흑석동,1666873.3,1782,36,-,-,177687.1,-,-,774816.4,-,225401.1,1487,1140,-,214774.6,90,2014.2,141996,9601.3,-,-,-,81476.2,2355,-,30767.8,-,-,1448.6
서울시,동작구,동작동,2128488.7,9675,7978,-,-,959383,-,-,138720.5,-,13689.9,-,-,-,212583.6,4370,7140,176126,10320,713,-,-,45023.7,-,-,2212,-,513989,26565
서울시,동작구,사당동,3282228.6,4160,16149,-,-,755189.7,-,-,1732647,-,160978.4,2593.3,1862.9,-,482551,-,-,31918,2245,-,-,-,66217.5,-,-,21478.7,-,-,4238.1
서울시,동작구,대방동,1530403.1,782,478,-,-,1734,-,-,843338.3,-,235497.6,1204.9,2247.4,-,244809.9,28112,197.3,25158,9441,-,-,2804,114569.9,-,-,5355.8,-,-,14673
서울시,동작구,신대방동,1656083.2,3705,1913,-,-,9516,-,-,869360.7,-,63450,1978.7,2482.6,-,190249,-,17,78568.7,2837,-,-,-,419791.4,-,-,11105,-,-,1109.1
서울시,관악구,소계,29568368.9,123782.5,55333,-,-,16042497.9,-,-,8213776.9,-,960701.7,17841.1,12393.9,-,2610979.8,-,15639.7,545163.2,112611.7,-,-,37545,638860.6,10486.3,-,78866.9,-,26,91862.7
서울시,관악구,봉천동,8162568.4,72220.5,8605,-,-,2444053.1,-,-,3563042.2,-,365149.7,1892.4,6164,-,1093391.5,-,-,128629.9,50259.7,-,-,20897,352641.6,10486.3,-,36931.7,-,10,8193.8
서울시,관악구,신림동,18137722.6,26415,46567,-,-,10875409.8,-,-,4320677.5,-,576360.7,12797.4,4179.9,-,1382267,-,15639.7,416018.3,46213,-,-,16648,280539.8,-,-,38572.1,-,16,79401.4
서울시,관악구,남현동,3268077.9,25147,161,-,-,2723035,-,-,330057.2,-,19191.3,3151.3,2050,-,135321.3,-,-,515,16139,-,-,-,5679.2,-,-,3363.1,-,-,4267.5
서울시,서초구,소계,46965958.6,2175310.1,1543986,8018,388,17815186.4,-,-,13144667,-,910064.6,35684.1,54228.5,7540,6302587.1,2338.2,217176.6,2493205.5,276588,85537.3,-,72009.3,1040009.5,1982.5,6336,37306.3,-,16854,718955.6
서울시,서초구,방배동,6734907.1,58318,103572,-,-,2317821.3,-,-,2798550.8,-,175731.2,4524.4,17175.1,-,987469.6,2278,66,57595,65179.1,-,-,30353,42989.1,-,-,6577.3,-,-,66707.2
서울시,서초구,양재동,4071452.3,30792,14104,-,-,621859,-,-,1615977.4,-,51974.5,11636.2,13372.1,-,834790.8,-,-,277047.3,3964,-,-,-,424164.9,-,-,4015.3,-,152,167602.8
서울시,서초구,우면동,4128240.6,105448,46287,-,-,2294959,-,-,864791.1,-,42918.2,6323.2,5084.8,1797,370425.2,-,2465,140703.9,9123,7020,-,100,175062.7,1982.5,-,9764.7,-,-,43985.3
서울시,서초구,원지동,5115872,415719,345697,5991,-,3864459,-,-,57906,-,-,-,-,-,301770,-,-,2172,99061,-,-,-,553,-,2347,909,-,3159,16129
서울시,서초구,잠원동,3035875.4,53,-,-,-,-,-,-,1189391.9,-,94567.5,-,1697.9,-,641984.6,-,42333.1,976504.1,-,-,-,-,42967.5,-,-,3817.7,-,-,42558.1
서울시,서초구,반포동,4784317.6,4134,968,-,-,244441,-,-,2251017.1,-,187798,3241.7,5151.5,-,838656.4,-,172312.5,850100.9,17396.9,76544.6,-,1012,105452.1,-,-,5916.9,-,13190,6984
서울시,서초구,서초동,6412349,31682,19930,-,-,995170.1,-,-,3509640.5,-,325886,3089.6,9779.2,-,1259876,60.2,-,6454,1135,-,-,33989.3,88849.9,-,-,-,-,-,126807.2
서울시,서초구,내곡동,8266038.3,1008887.1,587868,-,388,5089984,-,-,441037.2,-,20473.4,3617.6,1967.9,5079,698265.5,-,-,55004,49335,-,-,6555,62975.3,-,-,1993.3,-,-,232608
서울시,서초구,염곡동,1642851.5,218604,112920,2027,-,957255,-,-,138925.4,-,9481,-,-,-,152209.1,-,-,19760,17404,-,-,-,2933,-,-,2174,-,-,9159
서울시,서초구,신원동,2774054.8,301673,312640,-,-,1429238,-,-,277429.6,-,1234.8,3251.4,-,664,217139.9,-,-,107864.3,13990,1972.7,-,-,94062,-,3989,2138.1,-,353,6415
서울시,강남구,소계,39497597.1,633787.1,703793.4,4240,-,6023056,-,-,16312595.2,8331,1489685.4,65539.8,60327.3,685.3,6779910.2,218796.5,114579.5,4008403.9,31187,104311.1,-,22897.6,1710208.6,6908.1,-,160416.2,-,30558,1007379.9
서울시,강남구,역삼동,3497522.1,327,-,-,-,-,-,-,2476350.1,-,70793.7,1023.4,5289.4,396.3,851911.5,11.4,-,-,-,-,-,-,54885.2,6908.1,-,28036.5,-,-,1589.5
서울시,강남구,개포동,5424693.6,114621,119660,-,-,1669356,-,-,1743117,-,357046.1,12827.2,2057.7,-,655909,828.2,-,202409.4,7069,-,-,-,485190,-,-,4418.2,-,-,50184.8
서울시,강남구,청담동,2332909.5,-,-,-,-,-,-,-,1052407.8,-,109035,1446.9,5343.8,-,506004.4,130.9,29835.9,528679,-,-,-,-,72228.8,-,-,3127.6,-,-,24669.4
서울시,강남구,삼성동,3193589.8,-,-,-,-,-,-,-,1693146.2,-,163781.4,-,9228.4,-,668029.2,385.5,6826.3,317108.8,-,-,-,15770.7,252248.6,-,-,67064.7,-,-,-
서울시,강남구,대치동,3791374.3,5369.1,352.4,-,-,2205,-,-,2113079.4,-,163397.8,1362.8,8604.1,-,722839.3,144.8,31360.3,448199.3,-,84053.3,-,287,77508.1,-,-,8782.8,-,-,123828.8
서울시,강남구,신사동,1723335.6,4654,-,-,-,-,-,-,946370.3,-,30186.5,3277.5,3674.5,-,410664.1,55.5,-,271824,-,-,-,-,35683.7,-,-,16181.5,-,-,764
서울시,강남구,논현동,2717301,-,-,-,-,-,-,-,1929703.5,-,38261.9,1971,6353.4,-,696716.5,75.3,-,-,-,-,-,-,40491.9,-,-,3727.5,-,-,-
서울시,강남구,압구정동,2685131.5,-,-,-,-,-,-,-,786178.7,-,122587,-,-,-,436690.7,101.4,-,1290051.9,-,-,-,-,47470.7,-,-,-,-,-,2051.1
서울시,강남구,세곡동,2419519.9,181295,60415,4240,-,849705,-,-,387898.9,8331,24683.7,5755.4,2400,-,279119.4,-,241,274975.2,5941,10848.9,-,-,62393.7,-,-,4966.7,-,5798,250512
서울시,강남구,자곡동,2666412,44953,296954,-,-,966775,-,-,586625.1,-,49935.9,2634.6,8474.9,-,203668.8,167344,13469,53655,9753,7043.4,-,150,179366.1,-,-,1614.7,-,24760,49235.5
서울시,강남구,율현동,1275047.9,173437,124337,-,-,379288,-,-,169185.7,-,-,4028.6,17,289,147708.1,-,1535,119779,962,-,-,-,83940.9,-,-,3429.6,-,-,67111
서울시,강남구,일원동,3103355.1,56259,14911,-,-,778175,-,-,972264.4,-,140084.7,3833.6,711.4,-,462230.3,-,-,225526,4599,-,-,278.2,130101.8,-,-,1955.7,-,-,312425
서울시,강남구,수서동,2629173.6,36930,82173,-,-,1037821,-,-,436639.7,-,83341.7,26713.8,890.5,-,370011,48962,31312,187764,1141,2365.5,-,6411.7,141623.6,-,-,10961.5,-,-,124111.6
